order_id,customer_id,order_date,category,product_price,quantity,discount_pct,shipping_cost,country,payment_method,customer_age,is_member,return_flag,rating,delivery_days,revenue
ORD100084,CUST5014,2022-03-15,Sports,59.73,9,0,0.42,Mexico,Debit Card,56.0,1,0,4.0,14.0,537.57
ORD100085,CUST1034,2023-09-16,Electronics,42.81,3,15,2.21,UK,Crypto,36.0,1,1,4.0,8.0,109.17
ORD100086,CUST7349,2023-10-13,Clothing,77.11,4,0,15.2,Mexico,Credit Card,62.0,0,0,3.0,8.0,308.44
ORD100087,CUST4152,2022-06-25,Sports,95.0,1,0,3.01,Japan,Crypto,32.0,1,0,5.0,8.0,95.0
ORD100088,CUST2955,2023-07-01,Sports,4.1,2,0,5.45,Brazil,Debit Card,23.0,1,0,3.0,11.0,8.2
ORD100089,CUST2585,2022-09-08,Sports,11.88,3,15,5.78,Australia,PayPal,42.0,1,0,4.0,14.0,30.29
ORD100090,CUST4943,2022-06-17,Clothing,25.09,7,5,3.53,Japan,PayPal,64.0,1,0,4.0,3.0,166.85
ORD100091,CUST8555,2023-04-19,Clothing,32.23,7,0,3.09,Australia,PayPal,47.0,0,0,4.0,,225.61
ORD100092,CUST4073,2023-01-24,Electronics,14.82,1,0,0.82,Brazil,Credit Card,22.0,1,0,5.0,14.0,14.82
ORD100093,CUST2021,2022-10-04,Sports,98.93,9,30,2.29,Canada,Bank Transfer,59.0,1,0,5.0,8.0,623.26
ORD100094,CUST4461,2023-10-18,Home & Garden,356.36,3,15,8.94,India,Bank Transfer,19.0,1,0,1.0,10.0,908.72
ORD100095,CUST3613,2023-12-06,Sports,41.4,3,10,4.62,UK,Debit Card,72.0,1,0,4.0,1.0,111.78
ORD100096,CUST6225,2023-07-25,Electronics,36.64,2,5,4.63,USA,PayPal,72.0,0,0,2.0,14.0,69.62
ORD100097,CUST4843,2022-08-13,Clothing,91.78,3,5,4.66,Brazil,PayPal,40.0,0,0,4.0,9.0,261.57
ORD100098,CUST8989,2023-12-03,Clothing,3.53,6,15,4.63,Canada,PayPal,38.0,1,0,5.0,6.0,18.0
ORD100099,CUST2500,2022-11-29,Electronics,34.27,4,20,18.68,Japan,PayPal,73.0,1,0,3.0,6.0,109.66
ORD100100,CUST5798,2022-02-27,Clothing,107.22,2,0,4.22,India,Crypto,69.0,1,1,2.0,13.0,214.44
ORD100101,CUST7545,2022-08-23,Books,15.31,8,20,12.04,France,Debit Card,22.0,0,1,4.0,11.0,97.98
ORD100102,CUST7873,2022-02-02,Beauty,7.6,1,15,4.05,Canada,Crypto,60.0,1,0,4.0,2.0,6.46
ORD100103,CUST6675,2022-11-20,Home & Garden,26.5,8,5,9.93,Germany,Credit Card,48.0,1,0,2.0,6.0,201.4
ORD100104,CUST1161,2023-02-15,Home & Garden,30.79,2,5,15.83,Canada,Debit Card,43.0,0,0,5.0,8.0,58.5
ORD100105,CUST5297,2022-10-02,Electronics,11.13,9,20,7.79,Mexico,PayPal,31.0,0,0,2.0,13.0,80.14
ORD100106,CUST2981,2022-03-09,Beauty,409.69,4,15,5.55,France,PayPal,51.0,1,0,5.0,4.0,1392.95
ORD100107,CUST1995,2022-08-05,Electronics,18.64,4,0,8.41,Germany,Crypto,43.0,1,0,4.0,1.0,74.56
ORD100108,CUST7413,2023-08-04,Toys,8.29,7,5,3.07,Brazil,Bank Transfer,60.0,0,0,5.0,1.0,55.13
ORD100109,CUST5911,2022-11-19,Home & Garden,29.6,3,30,8.66,France,Crypto,58.0,1,1,4.0,1.0,62.16
ORD100110,CUST4342,2022-08-06,Clothing,98.44,3,15,7.53,Mexico,Bank Transfer,27.0,1,0,5.0,12.0,251.02
ORD100111,CUST5551,2023-11-03,Toys,33.81,4,30,9.47,France,Debit Card,54.0,1,0,4.0,7.0,94.67
ORD100112,CUST8629,2023-05-27,Electronics,59.31,3,15,2.63,Brazil,Debit Card,54.0,1,0,5.0,5.0,151.24
ORD100113,CUST4798,2023-02-10,Home & Garden,11.64,8,5,8.23,Canada,Debit Card,34.0,1,0,5.0,10.0,88.46
ORD100114,CUST2275,2023-10-21,Home & Garden,197.4,9,10,10.89,Canada,Credit Card,37.0,0,0,1.0,12.0,1598.94
ORD100115,CUST2016,2023-04-15,Electronics,64.98,5,15,7.79,Canada,Debit Card,71.0,1,0,3.0,14.0,276.17
ORD100116,CUST8869,2022-05-27,Clothing,116.42,3,15,12.44,Australia,Crypto,59.0,1,0,3.0,13.0,296.87
ORD100117,CUST7439,2022-09-29,Sports,51.33,7,15,3.13,Canada,Crypto,23.0,1,0,3.0,5.0,305.41
ORD100118,CUST8892,2022-05-23,Books,89.11,3,25,4.38,USA,Bank Transfer,33.0,0,0,5.0,10.0,200.5
ORD100119,CUST7863,2022-09-10,Electronics,11.62,6,0,10.99,USA,Debit Card,61.0,0,0,4.0,13.0,69.72
ORD100120,CUST8916,2023-07-29,Toys,18.36,4,20,12.22,Australia,Bank Transfer,57.0,0,0,4.0,5.0,58.75
ORD100121,CUST1337,2023-07-06,Electronics,166.63,7,10,14.54,UK,Crypto,67.0,1,0,3.0,8.0,1049.77
ORD100122,CUST1878,2022-09-27,Electronics,215.23,6,20,9.0,Germany,PayPal,48.0,1,0,4.0,5.0,1033.1
ORD100123,CUST2076,2023-08-22,Clothing,8.36,7,10,1.25,Australia,Debit Card,53.0,1,0,5.0,11.0,52.67
ORD100124,CUST5887,2023-03-15,Electronics,44.69,4,25,13.81,UK,Credit Card,19.0,1,0,5.0,1.0,134.07
ORD100125,CUST4993,2023-08-21,Electronics,19.74,6,5,9.55,Australia,Credit Card,50.0,1,1,4.0,11.0,112.52
ORD100126,CUST7360,2023-02-13,Food,14.35,7,0,9.01,Australia,PayPal,28.0,0,0,5.0,3.0,100.45
ORD100127,CUST5859,2023-01-06,Clothing,46.61,8,10,15.75,UK,Bank Transfer,51.0,0,0,5.0,11.0,335.59
ORD100128,CUST7331,2022-08-13,Electronics,130.21,9,15,11.67,Mexico,Bank Transfer,57.0,0,0,2.0,11.0,996.11
ORD100129,CUST1379,2022-05-22,Electronics,56.94,3,10,12.35,UK,Bank Transfer,31.0,0,0,4.0,8.0,153.74
ORD100130,CUST1492,2023-06-06,Sports,22.57,5,15,2.13,India,Debit Card,30.0,1,0,4.0,7.0,95.92
ORD100131,CUST8208,2023-05-21,Beauty,61.43,3,0,5.54,Japan,Bank Transfer,59.0,0,0,5.0,12.0,184.29
ORD100132,CUST6276,2022-04-04,Clothing,21.5,5,30,12.93,USA,Credit Card,41.0,1,0,4.0,1.0,75.25
ORD100133,CUST3062,2022-02-18,Electronics,54.3,2,0,7.71,Brazil,Credit Card,30.0,0,0,5.0,2.0,108.6
ORD100134,CUST4884,2022-04-23,Electronics,176.93,3,5,10.48,France,Credit Card,25.0,1,0,5.0,4.0,504.25
ORD100135,CUST1064,2022-06-06,Electronics,2.74,7,5,9.07,Australia,Bank Transfer,51.0,1,1,5.0,1.0,18.22
ORD100136,CUST3568,2023-10-05,Electronics,86.2,8,25,12.97,Germany,Debit Card,31.0,1,1,4.0,9.0,517.2
ORD100137,CUST6463,2022-06-13,Clothing,5.22,5,15,1.62,Mexico,Credit Card,66.0,1,1,2.0,3.0,22.18
ORD100138,CUST6248,2023-11-28,Electronics,144.6,3,10,0.33,USA,Crypto,35.0,1,0,3.0,9.0,390.42
ORD100139,CUST3027,2023-03-09,Home & Garden,15.42,4,0,6.91,USA,Credit Card,47.0,1,1,3.0,10.0,61.68
ORD100140,CUST3695,2023-09-03,Clothing,7.68,3,0,9.87,Canada,Debit Card,44.0,1,0,4.0,7.0,23.04
ORD100141,CUST2495,2022-03-07,Toys,76.27,3,5,5.45,France,Credit Card,57.0,0,0,5.0,14.0,217.37
ORD100142,CUST8230,2023-01-30,Toys,51.26,9,0,7.74,Brazil,PayPal,47.0,1,0,,14.0,461.34
ORD100143,CUST6258,2023-01-26,Home & Garden,9.98,4,10,1.12,Germany,PayPal,22.0,1,0,4.0,10.0,35.93
ORD100144,CUST6618,2023-09-03,Clothing,7.36,6,0,1.54,Germany,PayPal,38.0,0,0,3.0,2.0,44.16
ORD100145,CUST7736,2023-04-25,Clothing,26.44,3,20,4.49,UK,Credit Card,32.0,1,1,4.0,2.0,63.46
ORD100146,CUST1391,2023-06-26,Clothing,7.81,8,20,12.32,Japan,Debit Card,65.0,0,0,5.0,3.0,49.98
ORD100147,CUST6794,2022-09-15,Books,9.26,4,10,10.14,Canada,Bank Transfer,72.0,0,0,4.0,13.0,33.34
ORD100148,CUST5514,2023-07-21,Home & Garden,38.04,8,0,11.58,Japan,Debit Card,33.0,0,0,1.0,12.0,304.32
ORD100149,CUST7432,2022-01-12,Beauty,10.39,2,0,12.53,India,Crypto,18.0,1,1,5.0,10.0,20.78
ORD100150,CUST5474,2023-11-28,Toys,55.25,9,10,20.04,Brazil,Crypto,34.0,1,0,4.0,6.0,447.52
ORD100151,CUST6892,2022-04-28,Clothing,197.98,2,15,0.41,India,Debit Card,47.0,1,0,5.0,12.0,336.57
ORD100152,CUST4561,2023-11-30,Home & Garden,27.71,3,15,3.69,Canada,Credit Card,25.0,0,0,5.0,13.0,70.66
ORD100153,CUST3278,2023-07-04,Electronics,38.71,3,5,14.68,UK,PayPal,27.0,1,0,5.0,11.0,110.32
ORD100154,CUST8161,2022-10-01,Electronics,373.05,5,0,7.08,Brazil,PayPal,71.0,1,1,2.0,4.0,1865.25
ORD100155,CUST7184,2023-10-19,Clothing,7.96,3,0,10.41,Canada,Bank Transfer,36.0,1,0,5.0,6.0,23.88
ORD100156,CUST4099,2022-12-15,Electronics,138.31,8,0,2.02,Brazil,Credit Card,36.0,1,0,5.0,2.0,1106.48
ORD100157,CUST7278,2022-04-25,Beauty,119.7,7,0,9.51,Canada,Bank Transfer,37.0,1,0,5.0,13.0,837.9
ORD100158,CUST1200,2022-10-28,Electronics,92.31,1,0,13.23,USA,Debit Card,28.0,0,0,3.0,10.0,92.31
ORD100159,CUST6959,2023-03-22,Home & Garden,156.04,6,0,7.36,Mexico,Bank Transfer,49.0,1,0,4.0,9.0,936.24
ORD100160,CUST5875,2022-06-11,Sports,46.37,2,10,10.14,Japan,Crypto,68.0,0,0,1.0,9.0,83.47
ORD100161,CUST8073,2023-04-10,Sports,16.45,8,0,9.47,Canada,Bank Transfer,49.0,0,0,5.0,4.0,131.6
ORD100162,CUST4104,2022-01-04,Clothing,123.16,8,10,12.1,UK,PayPal,29.0,1,0,5.0,10.0,886.75
ORD100163,CUST8215,2022-09-27,Beauty,128.95,7,0,3.58,France,Crypto,30.0,1,0,4.0,3.0,902.65
ORD100164,CUST5598,2023-05-28,Home & Garden,124.76,8,15,0.2,USA,PayPal,39.0,1,0,4.0,6.0,848.37
ORD100165,CUST3454,2022-07-02,Clothing,34.93,1,0,10.01,France,Debit Card,69.0,0,0,5.0,3.0,34.93
ORD100166,CUST4645,2023-06-04,Electronics,14.02,8,0,12.43,Canada,Bank Transfer,64.0,0,0,3.0,4.0,112.16
ORD100167,CUST6847,2022-04-19,Home & Garden,41.66,1,0,17.53,UK,Bank Transfer,71.0,1,0,3.0,5.0,41.66
ORD100168,CUST1804,2023-10-03,Beauty,102.58,3,30,8.53,Australia,Bank Transfer,67.0,1,0,4.0,3.0,215.42
ORD100169,CUST7242,2022-11-02,Sports,113.21,4,5,4.31,France,Credit Card,68.0,0,0,5.0,12.0,430.2
ORD100170,CUST3731,2023-10-17,Beauty,19.77,3,10,7.27,Canada,Credit Card,73.0,1,0,4.0,5.0,53.38
ORD100171,CUST6991,2023-06-04,Home & Garden,48.35,2,30,7.84,Mexico,Crypto,62.0,0,0,4.0,8.0,67.69
ORD100172,CUST3773,2023-09-16,Electronics,6.89,3,15,6.86,Mexico,PayPal,46.0,1,0,4.0,11.0,17.57
ORD100173,CUST2570,2022-07-23,Electronics,107.98,9,0,9.93,Canada,Debit Card,53.0,1,0,1.0,9.0,971.82
ORD100174,CUST6056,2022-06-06,Clothing,12.94,2,5,18.75,France,Credit Card,22.0,0,0,4.0,9.0,24.59
ORD100175,CUST8906,2023-01-18,Sports,84.97,5,20,14.44,USA,PayPal,42.0,0,0,4.0,13.0,339.88
ORD100176,CUST7756,2022-06-15,Books,125.1,3,10,0.08,Canada,Bank Transfer,73.0,0,0,4.0,6.0,22.52
ORD100177,CUST6581,2023-07-07,Clothing,114.17,9,0,7.96,France,Bank Transfer,21.0,0,0,3.0,14.0,1027.53
ORD100178,CUST3690,2023-06-28,Home & Garden,48.73,7,20,0.08,Australia,PayPal,69.0,1,0,5.0,8.0,272.89
ORD100179,CUST4840,2022-01-01,Clothing,12.97,3,10,4.43,India,Bank Transfer,53.0,0,0,2.0,2.0,35.02
ORD100180,CUST2028,2023-09-06,Clothing,75.92,2,15,3.95,France,Credit Card,42.0,1,0,5.0,1.0,129.06
ORD100181,CUST8385,2022-11-28,Electronics,16.31,2,10,7.36,Germany,Debit Card,30.0,0,0,2.0,1.0,29.36
ORD100182,CUST1502,2023-05-16,Electronics,81.41,5,5,7.12,USA,Credit Card,20.0,1,0,3.0,1.0,386.7
ORD100183,CUST7910,2022-01-20,Electronics,23.83,9,15,7.19,UK,Bank Transfer,26.0,1,0,5.0,9.0,182.3
ORD100184,CUST5493,2022-04-25,Electronics,4.2,2,20,16.57,USA,Debit Card,63.0,0,1,4.0,8.0,6.72
ORD100185,CUST1870,2023-01-07,Electronics,10.19,2,5,13.22,Japan,Bank Transfer,41.0,1,0,5.0,11.0,19.36
ORD100186,CUST7938,2022-11-11,Electronics,19.76,8,0,6.93,France,Debit Card,53.0,0,0,5.0,13.0,158.08
ORD100187,CUST5488,2022-09-03,Sports,171.03,3,10,9.86,India,Crypto,57.0,1,1,4.0,13.0,461.78
ORD100188,CUST1206,2022-03-01,Clothing,97.65,3,0,16.0,Australia,Bank Transfer,52.0,1,0,4.0,2.0,292.95
ORD100189,CUST6134,2022-09-04,Food,232.44,6,0,1.04,USA,Crypto,21.0,0,0,3.0,3.0,1394.64
ORD100190,CUST6977,2023-08-04,Electronics,240.9,6,5,7.6,UK,Credit Card,25.0,1,0,3.0,12.0,1373.13
ORD100191,CUST8721,2022-03-22,Clothing,17.43,6,0,9.75,France,Credit Card,27.0,1,0,5.0,5.0,104.58
ORD100192,CUST8035,2022-03-29,Clothing,26.41,5,0,3.95,Australia,Credit Card,56.0,1,0,4.0,10.0,132.05
ORD100193,CUST2484,2023-05-13,Electronics,20.22,4,0,0.41,Canada,Bank Transfer,53.0,1,0,2.0,12.0,80.88
ORD100194,CUST8858,2022-03-12,Beauty,14.79,9,0,5.26,Germany,PayPal,66.0,1,0,5.0,14.0,133.11
ORD100195,CUST8742,2023-06-30,Electronics,3.63,4,0,6.74,Japan,Crypto,27.0,0,0,4.0,11.0,14.52
ORD100196,CUST1863,2022-05-09,Toys,32.53,1,0,12.95,India,Crypto,45.0,1,0,5.0,7.0,32.53
ORD100197,CUST3790,2022-05-12,Beauty,7.08,8,10,0.94,Australia,Crypto,55.0,1,1,4.0,9.0,50.98
ORD100198,CUST8408,2023-11-07,Home & Garden,31.78,8,10,10.08,Canada,Bank Transfer,18.0,0,0,5.0,6.0,228.82
ORD100199,CUST1563,2023-05-02,Home & Garden,419.44,3,15,6.02,Brazil,Crypto,41.0,1,0,4.0,5.0,1069.57
ORD100200,CUST6116,2023-07-17,Sports,17.97,9,0,10.05,Brazil,Crypto,30.0,0,0,4.0,1.0,161.73
ORD100201,CUST5191,2022-06-19,Clothing,41.83,7,10,16.25,Mexico,Crypto,37.0,1,0,4.0,6.0,263.53
ORD100202,CUST7019,2022-09-29,Sports,98.3,7,5,3.63,Mexico,Bank Transfer,59.0,1,1,2.0,4.0,653.69
ORD100203,CUST2757,2023-06-25,Electronics,46.36,5,0,13.66,Mexico,Bank Transfer,62.0,1,0,5.0,2.0,231.8
ORD100204,CUST7628,2023-09-14,Electronics,47.04,3,5,10.31,Mexico,PayPal,24.0,1,0,5.0,6.0,134.06
ORD100205,CUST8574,2023-03-10,Home & Garden,21.44,5,5,5.98,Canada,Crypto,45.0,0,0,1.0,3.0,101.84
ORD100206,CUST7374,2022-08-05,Home & Garden,25.07,3,10,10.86,USA,PayPal,30.0,1,0,5.0,13.0,67.69
ORD100207,CUST7892,2023-07-07,Beauty,10.46,3,10,11.87,Germany,Crypto,28.0,0,1,4.0,12.0,28.24
ORD100208,CUST2678,2023-12-08,Electronics,91.4,1,10,4.01,France,Crypto,24.0,1,0,3.0,8.0,82.26
ORD100209,CUST4242,2022-07-25,Beauty,4.1,4,30,1.78,USA,Credit Card,69.0,0,0,1.0,3.0,11.48
ORD100210,CUST5636,2024-01-01,Electronics,106.2,9,20,2.14,USA,Credit Card,32.0,0,0,5.0,4.0,764.64
